T20200014877,B,2007,2,S ,1,Paved,V,WAGON ,VOLVO ,XC90  ,,2,Station Wagon,,R,D,4,5,7,1600,1,,,SW,1,1,H,GRY,ZZ ,2,F,2,4,3030,1,1,Stop-go lights
T20200014885,A,2012,2,W ,1,Paved,V,WAGON ,HOLDEN,CAPTIV,,2,Station Wagon,,R,D,4,4,5,1650,1,,,S ,3,3,H,WHI,ZZ ,2,1,2,1,3636,2,0,No control
T20200014885,B,2011,1,N ,1,Paved,V,DC UTE,MAZDA ,BT50  ,,4,Utility,,R,D,4,4,5,1863,1,,,N ,1,1,H,WHI,ZZ ,2,4,2,3,3636,1,0,No control
T20200014887,A,2005,1,NW,1,Paved,V,DC UTE,HOLDEN,RODEO ,,4,Utility,,R,D,4,4,5,1850,1,,"3,000",N ,2,2,H,GLD,ZZ ,2,2,2,4,3345,1,11,Giveway sign
T20200014887,B,2004,2,S ,1,Paved,V,S WAG ,MITSUB,MAGNA ,,2,Station Wagon,,R,P,4,6,5,1537,1,,,S ,1,1,G,GLD,ZZ ,2,F,2,4,3340,1,0,No control
T20200014890,A,2004,1,E ,1,Paved,V,SEDAN ,FORD  ,FAIRMO,,1,Car,,R,P,4,6,5,1694,1,,,N ,1,18,H,SIL,ZZ ,2,5,2,5,3356,1,0,No control
T20200014893,A,1997,1,SE,1,Paved,V,TRAY  ,HOLDEN,RODEO ,,71,Light Commercial Vehicle (Rigid) <= 4.5 Tonnes GVM,,R,D,4,4,4,1820,1,,,W ,1,1,H,WHI,ZZ ,2,1,2,3,3557,1,0,No control
T20200014893,B,2010,2,E ,1,Paved,V,WAGON ,SUBARU,OUTBAC,,2,Station Wagon,,R,P,4,4,5,1465,1,,"2,500",N ,3,3,H,SIL,ZZ ,2,F,2,4,3564,1,11,Giveway sign
T20200014900,A,2019,2,SE,1,Paved,V,SEDAN ,KIA   ,PICANT,,1,Car,,R,P,4,4,5,995,2,,,SE,1,1,H,SIL,ZZ ,2,5,2,2,2000,9,0,No control
T20200014900,B,2014,1,SW,1,Paved,V,WAGON ,MAZDA ,CX-5  ,,2,Station Wagon,,R,D,4,4,5,1590,1,,,SW,4,4,H,BLK,ZZ ,2,F,2,2,3057,9,0,No control
T20200014903,A,2006,1,SE,1,Paved,V,WAGON ,MITSUB,OUTLAN,,2,Station Wagon,,R,P,4,4,5,1580,1,,,SE,1,18,H,WHI,ZZ ,2,F,1,5,3500,2,0,No control
T20200014904,A,0,1,S ,1,Paved,Z,      ,UNK   ,      ,,10,Motor Cycle,, ,Z,,,,0,1,,,S ,1,7,H,ZZ ,ZZ ,9,9,9,2,,2,0,No control
T20200014904,B,2008,2,N ,1,Paved,V,WAGON ,HONDA ,CRV   ,,2,Station Wagon,,R,P,4,4,5,1500,1,,,N ,1,1,H,WHI,ZZ ,2,1,1,3,3806,1,0,No control
T20200014906,A,2009,1,E ,1,Paved,V,SEDAN ,TOYOTA,YARIS ,,1,Car,,R,P,4,4,5,1045,1,,"1,500",E ,1,6,H,WHI,ZZ ,2,2,1,3,3216,1,1,Stop-go lights
T20200014906,B,2010,2,N ,1,Paved,V,SEDAN ,HOLDEN,CRUZE ,,1,Car,,R,P,4,4,5,1402,1,,,N ,1,1,H,GRY,ZZ ,2,5,2,3,3218,1,1,Stop-go lights
T20200014910,A,2019,1,W ,1,Paved,V,WAGON ,AUDI  ,Q5    ,,2,Station Wagon,,R,D,4,4,5,2015,1,,,W ,1,1,H,GRY,ZZ ,2,5,2,2,3929,2,0,No control
T20200014916,A,2010,1,NW,3,Gravel,V,SEDAN ,TOYOTA,COROLL,,1,Car,,R,P,4,4,5,1794,1,,,NW,7,1,H,RED,ZZ ,2,5,2,6,3810,2,0,No control
T20200014916,B,0,2,NW,3,Gravel, ,      ,      ,      ,,13,Bicycle,, , ,,,,0,1,,,NW,1,1,H,ZZ ,ZZ ,0,1,2,5,,9,0,No control
T20200014918,A,2009,2,N ,1,Paved,V,SEDAN ,HYNDAI,I30   ,,1,Car,,R,P,4,4,5,1160,1,,,N ,11,11,H,SIL,ZZ ,2,2,2,9,3183,2,0,No control
T20200014918,B,0,1,N ,1,Paved, ,      ,      ,      ,,13,Bicycle,, , ,,,,0,1,,,N ,1,1,H,ZZ ,ZZ ,0,F,2,6,,2,0,No control
T20200014923,A,2001,1,NW,1,Paved,V,WAGON ,L ROV ,DISCOV,,2,Station Wagon,,R,D,4,5,5,1920,1,,,NE,1,1,H,WHI,ZZ ,2,5,2,4,3840,1,0,No control
T20200014925,A,2006,2,N ,1,Paved,V,WAGON ,UNKN  ,X5    ,,2,Station Wagon,,R,D,4,6,5,2024,1,,,N ,2,15,H,BLK,ZZ ,2,R,2,1,3037,2,1,Stop-go lights
T20200014925,B,2006,1,N ,1,Paved,V,SEDAN ,MITSUB,LANCER,,1,Car,,R,P,4,4,5,1245,1,,"2,400",N ,17,17,H,BLK,ZZ ,2,F,2,1,3337,2,1,Stop-go lights
T20200014929,A,2011,1,NW,1,Paved,V,SOLO  ,YAMAHA,WR450F,,10,Motor Cycle,, ,P,2,1,,0,1,,450,NW,1,1,H,BLU,ZZ ,2,F,2,3,3214,1,0,No control
T20200014930,A,2013,1,NE,1,Paved,V,SEDAN ,HOLDEN,VF    ,,1,Car,,R,P,4,6,5,1988,1,,,NE,1,1,H,BLK,ZZ ,2,F,2,4,3431,1,0,No control
T20200014930,B,2008,2,NE,1,Paved,V,S WAG ,HOLDEN,COMMMO,,2,Station Wagon,,R,P,4,6,5,1829,1,,,NE,2,15,H,SIL,ZZ ,2,R,2,4,3429,1,0,No control
T20200014937,A,2010,1,S ,1,Paved,V,SED   ,NISSAN,TIIDA ,,1,Car,,R,P,4,4,5,1124,1,,,S ,1,18,H,SIL,ZZ ,2,7,2,3,3909,1,0,No control
T20200014943,A,2014,1,W ,1,Paved,V,SEDAN ,MAZDA ,3,,1,Car,,R,P,4,4,5,1300,1,,,E ,2,2,H,BLK,ZZ ,2,2,2,4,3064,1,1,Stop-go lights
T20200014943,B,2012,2,S ,1,Paved,V,BUS   ,VOLVO ,      ,,8,Bus/Coach,18600,R,D,4,6,43,10380,1,8220,,S ,1,1,H,WHI,BLU,2,F,2,3,3049,1,1,Stop-go lights
T20200014953,A,2017,1,SW,1,Paved,V,DC UTE,TOYOTA,HILUX ,,4,Utility,3000,R,D,4,4,5,2045,1,955,,SW,1,18,H,WHI,ZZ ,2,5,2,4,3089,1,0,No control
T20200014955,A,0,1,NE,3,Gravel, ,      ,      ,      ,,13,Bicycle,, , ,,,,0,1,,,NE,1,1,H,ZZ ,ZZ ,0,5,2,9,,2,0,No control
T20200014955,B,2013,2,NE,3,Gravel,V,SEDAN ,TOYOTA,CAMRY ,,1,Car,,R,P,4,4,5,1520,0,,,NE,11,11,H,WHI,ZZ ,2,2,2,1,3104,2,0,No control
T20200014964,A,2015,1,E ,1,Paved,V,SOLO  ,H DAV ,XL883N,,10,Motor Cycle,, ,P,2,2,,0,1,,883,S ,2,18,H,SIL,ZZ ,2,5,2,2,3429,2,0,No control
