ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO,ACCIDENTDATE,ACCIDENTTIME,ACCIDENT_TYPE,Accident Type Desc,DAY_OF_WEEK,Day Week Description,DCA_CODE,DCA Description,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,Light Condition Desc,NODE_ID,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,Road Geometry Desc,SEVERITY,SPEED_ZONE
T20060001290,841,I,2509597.389,2390504.419,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98661458,145.1092499,3172,7/2/06,21:20:00,1,Collision with vehicle,3,Tuesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,MEL,40,25,H,8,3,Dark Street lights on,202845,2,2,1,0,0,1,1,5,Not at intersection,2,80
T20060001290,841,I,2509597.389,2390504.419,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98661458,145.1092499,3194,8/2/06,8:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,202,F,5,1,Day,108244,3,6,0,1,0,5,1,5,Not at intersection,3,80
T20060001290,841,I,2509597.389,2390504.419,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98661458,145.1092499,3195,2/1/06,11:30:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,,,,,,1,Day,-3,1,1,0,1,0,0,2,5,Not at intersection,3,50
T20060001297,202825,N,2520871.241,2380397.172,DANDENONG,"DANDENONG,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.07748703,145.2378705,3975,8/2/06,6:40:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,214,A,2,1,Day,35668,2,3,1,1,0,1,1,2,T intersection,3,80
T20060001297,202825,N,2520871.241,2380397.172,DANDENONG,"DANDENONG,FRANKSTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.07748703,145.2378705,3977,1/1/06,8:14:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,40,C,2,2,Dusk/Dawn,202063,1,3,0,3,0,0,1,5,Not at intersection,3,100
T20060001305,202186,N,2491143.567,2418406.225,MOONEE VALLEY,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.73523082,144.8995199,3041,29/1/06,14:20:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,,,,,,1,Day,-3,1,3,0,3,0,0,1,5,Not at intersection,3,100
T20060001311,205235,N,2432111.925,2523006.981,BENDIGO,BENDIGO,NORTHERN REGION,LARGE_PROVINCIAL_CITIES,-36.790209,144.2392789,3555,8/2/06,10:15:00,4,Collision with a fixed object,4,Wednesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,80,J,8,1,Day,202847,1,2,2,0,0,0,1,5,Not at intersection,2,60
T20060001315,202188,N,2481462.583,2412876.907,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.78490881,144.7895464,3020,8/2/06,11:35:00,1,Collision with vehicle,4,Wednesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,69,E,1,1,Day,41548,2,2,1,0,0,1,1,2,T intersection,2,60
T20060001324,53535,N,2422672.381,2351899.973,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.33119949,144.1157001,3230,7/2/06,13:50:00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,102,G,6,1,Day,53582,2,3,0,1,0,2,2,2,T intersection,2,50
T20060001339,202826,N,2385671.723,2493516.425,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.0514743,143.7144806,3465,8/2/06,12:03:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,696,G,7,1,Day,49187,1,2,1,1,0,0,1,1,Cross intersection,2,60
T20060001341,42125,I,2502260.843,2396579.35,BAYSIDE,BAYSIDE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.93192955,145.0257172,3187,8/2/06,14:27:00,4,Collision with a fixed object,4,Wednesday,175,OFF END OF ROAD/T-INTERSECTION.               ,VCS,9,73,C,4,1,Day,26095,1,1,1,0,0,0,1,2,T intersection,2,100
T20060001341,42125,I,2502260.843,2396579.35,BAYSIDE,BAYSIDE,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.93192955,145.0257172,3188,8/2/06,14:48:00,1,Collision with vehicle,4,Wednesday,134,LANE CHANGE RIGHT (NOT OVERTAKING)             ,MEL,40,2C,C,12,1,Day,202854,2,3,1,0,0,2,1,5,Not at intersection,3,60
T20060001347,202827,N,2410383.102,2353898.325,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.31208988,143.9754189,3241,8/2/06,16:55:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH                        ,MEL,40,111,C,10,1,Day,29449,3,4,2,0,0,2,1,2,T intersection,3,80
T20060001353,56204,N,2520946.058,2447173.854,MURRINDINDI,"MURRINDINDI,MURRINDINDI",NORTH EASTERN REGION,SMALL_TOWNS,-37.47581997,145.2368299,3757,8/2/06,19:35:00,4,Collision with a fixed object,4,Wednesday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,99,H,5,1,Day,202855,1,1,1,0,0,0,1,5,Not at intersection,2,60
T20060001360,49699,I,2442833.612,2379400.034,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.0849426,144.348403,3214,8/2/06,18:50:00,1,Collision with vehicle,4,Wednesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,MEL,40,20,B,9,1,Day,1215,2,2,0,1,0,1,1,2,T intersection,3,50
T20060001363,55499,I,2441371.773,2372236.513,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.14938426,144.3311675,3220,27/1/06,22:00:00,1,Collision with vehicle,6,Friday,131,LEFT REAR                          ,MEL,40,48,F,3,3,Dark Street lights on,39491,2,3,0,1,0,2,2,1,Cross intersection,3,60
T20060001365,202064,N,2436082.737,2358643.654,SURF COAST,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.2714798,144.2696427,3217,8/2/06,15:45:00,8,No collision and no object struck,4,Wednesday,182,OFF CARRIAGEWAY ON LEFT BEND                ,MEL,40,74,C,8,1,Day,205381,1,1,0,1,0,0,2,5,Not at intersection,3,999
T20060001366,49795,I,2469869.077,2376022.808,GEELONG,GEELONG,SOUTH WESTERN REGION,TOWNS,-38.11664017,144.6564173,3223,8/2/06,15:45:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,2S,A,6,1,Day,202858,1,2,0,1,0,1,1,5,Not at intersection,3,60
T20060001369,19,I,2495218.444,2412083.884,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79222639,144.9457102,3051,7/2/06,4:45:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,133,K,5,3,Dark Street lights on,29768,1,1,0,1,0,0,1,2,T intersection,3,60
T20060001369,19,I,2495218.444,2412083.884,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79222639,144.9457102,3052,6/1/06,22:40:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,77,C,2,3,Dark Street lights on,202187,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060001374,52958,I,2397217.098,2435629.185,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.57442331,143.8363287,3350,9/2/06,5:54:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,MEL,40,54,G,2,3,Dark Street lights on,205382,2,2,1,0,0,1,1,5,Not at intersection,2,80
T20060001376,205236,N,2518077.729,2372434.479,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.14927978,145.2062294,3910,2/1/06,19:00:00,4,Collision with a fixed object,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,86,H,7,2,Dusk/Dawn,42743,1,2,1,0,0,1,2,2,T intersection,2,60
T20060001379,42410,I,2510577.252,2396929.406,KINGSTON,"KINGSTON,MONASH",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.92871822,145.1203115,3168,9/2/06,8:30:00,2,Struck Pedestrian,5,Thursday,101,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,MEL,40,205,K,5,1,Day,205383,1,2,0,1,0,1,1,5,Not at intersection,3,40
T20060001379,42410,I,2510577.252,2396929.406,KINGSTON,"KINGSTON,MONASH",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.92871822,145.1203115,3169,5/2/06,18:50:00,1,Collision with vehicle,1,Sunday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,56,K,3,1,Day,48666,2,2,0,1,0,1,2,1,Cross intersection,3,50
T20060001384,202836,N,2511813.096,2349774.056,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.35350858,145.13513,3926,9/2/06,8:35:00,1,Collision with vehicle,5,Thursday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,2L,G,8,1,Day,37651,2,2,0,1,0,1,1,1,Cross intersection,3,50
T20060001386,205349,N,2504685.648,2393531.458,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95938053,145.0533188,3192,9/2/06,8:45:00,2,Struck Pedestrian,5,Thursday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,MEL,40,13,G,12,1,Day,39195,1,3,0,1,0,2,1,1,Cross intersection,2,60
T20060001395,52313,I,2571297.252,2340333.839,SOUTH GIPPSLAND,SOUTH GIPPSLAND,EASTERN REGION,TOWNS,-38.43586187,145.816476,3950,9/2/06,10:25:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,87,B,6,1,Day,232645,2,3,1,0,0,2,1,5,Not at intersection,2,110
T20060001396,50175,I,2442869.759,2368773.486,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.18067398,144.3479854,3216,6/2/06,22:00:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,MEL,40,102,J,3,3,Dark Street lights on,57648,1,1,0,1,0,0,2,2,T intersection,3,70
T20060001402,40232,I,2501560.302,2403253.054,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87180291,145.0177343,3161,8/2/06,18:25:00,2,Struck Pedestrian,4,Wednesday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,40,56,C,8,1,Day,90235,1,2,0,1,0,1,2,5,Not at intersection,3,50
T20060001406,202996,N,2584471.794,2394559.975,BAW BAW,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-37.94628442,145.9610688,3831,8/2/06,7:05:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,97,D,10,1,Day,103667,2,3,0,1,0,2,2,5,Not at intersection,2,70
T20060001417,202201,N,2382993.708,2474806.902,CENTRAL GOLDFIELDS,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.21973788,143.681459,3371,9/2/06,13:00:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,91A,D,8,1,Day,869,2,5,4,0,0,1,1,1,Cross intersection,2,50
T20060001421,202845,N,2481153.051,2414336.249,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.7717537,144.7860696,3023,9/2/06,13:17:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,96,C,1,1,Day,202864,2,3,0,2,0,1,1,5,Not at intersection,3,100
T20060001425,108244,N,2472582.935,2405997.804,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84667022,144.6884816,3029,9/2/06,13:25:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,VCS,9,709,P,9,1,Day,55502,3,5,0,1,0,4,1,2,T intersection,3,50
T20060001428,35668,I,2533264.706,2382989.186,CARDINIA,CARDINIA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.05377394,145.3790006,3807,9/2/06,14:00:00,6,Vehicle overturned (no collision),5,Thursday,182,OFF CARRIAGEWAY ON LEFT BEND                ,VCS,9,700,J,8,1,Day,202951,1,1,0,1,0,0,1,5,Not at intersection,3,80
T20060001430,202063,N,2238611.332,2551234.513,HORSHAM,HORSHAM,WESTERN REGION,RURAL_VICTORIA,-36.50213957,142.0815565,3401,6/2/06,11:15:00,1,Collision with vehicle,2,Monday,140,U TURN                           ,MEL,40,68,F,10,1,Day,41390,2,3,0,1,0,2,2,2,T intersection,3,60
T20060001447,202847,N,2516844.294,2394996.53,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.94604005,145.1916404,3174,6/2/06,7:45:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,205,D,10,1,Day,44319,2,2,0,1,0,1,2,2,T intersection,3,50
T20060001449,41548,I,2507610.139,2402637.085,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.87732283,145.086503,3145,9/2/06,18:20:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,MEL,40,26,F,4,2,Dusk/Dawn,202955,2,2,0,1,0,1,1,5,Not at intersection,2,100
T20060001458,53582,I,2511995.744,2371482.444,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.157955,145.1368623,3199,9/2/06,17:55:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40,333,J,2,1,Day,202957,2,1,0,1,0,0,1,5,Not at intersection,3,50
T20060001464,49187,I,2634277.698,2365787.111,LATROBE,LATROBE,EASTERN REGION,SMALL_CITIES,-38.19959992,146.5329214,3844,9/2/06,18:20:00,2,Struck Pedestrian,5,Thursday,103,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,MEL,40,91,A,4,1,Day,202958,1,2,1,0,0,1,1,5,Not at intersection,2,50
T20060001471,26095,I,2242321.825,2419906.02,SOUTHERN GRAMPIANS,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.68612433,142.0779667,3300,9/2/06,17:02:00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,VCS,9,566,C,9,1,Day,52921,2,4,1,2,0,1,1,1,Cross intersection,3,50
T20060001472,202854,N,2498371.882,2410265.85,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8086179,144.9815103,3065,9/2/06,16:20:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,431,H,10,1,Day,202960,1,1,0,1,0,0,1,5,Not at intersection,3,50
T20060001483,29449,I,2530035.28,2384499.119,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.0402811,145.3421447,3806,7/2/06,23:20:00,5,collision with some other object,3,Tuesday,166,STRUCK OBJECT ON CARRIAGEWAY                ,VCS,9,61,B,5,3,Dark Street lights on,210829,1,1,1,0,0,0,1,5,Not at intersection,2,80
T20060001493,202855,N,2512506.372,2376896.951,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.10917064,145.1425957,3198,9/2/06,19:40:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,432,F,5,1,Day,205386,3,4,0,1,0,3,1,5,Not at intersection,3,50
T20060001494,1215,I,2506224.145,2418963.006,BANYULE,BANYULE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.73023535,145.070611,3085,8/2/06,22:20:00,1,Collision with vehicle,4,Wednesday,137,LEFT TURN SIDESWIPE                     ,MEL,40,11,B,10,3,Dark Street lights on,38837,2,2,0,1,0,1,2,4,Multiple intersection,3,80
T20060001495,39491,I,2515778.297,2411598.33,MANNINGHAM,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.7964798,145.179157,3111,9/2/06,3:35:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,2K,F,2,3,Dark Street lights on,47383,2,4,0,2,0,2,1,2,T intersection,3,60
T20060001500,205381,N,2525981.322,2399849.155,KNOX,"KNOX,YARRA RANGES",METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.90210933,145.2954221,3156,13/1/06,13:40:00,1,Collision with vehicle,6,Friday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,MEL,40,97,H,6,1,Day,202818,2,2,0,2,0,0,1,5,Not at intersection,3,60
T20060001501,202858,N,2490190.16,2411635.124,MARIBYRNONG,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.79623034,144.8886132,3011,10/2/06,7:05:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,48,K,11,1,Day,202965,2,3,0,2,0,1,1,5,Not at intersection,3,60
T20060001507,29768,I,2524868.911,2376833.02,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.10949731,145.2835529,3977,10/2/06,8:00:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,MEL,40,89,F,1,1,Day,42951,2,2,1,0,0,1,1,1,Cross intersection,2,60
T20060001512,202187,N,2502782.602,2397322.437,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.92523322,145.0316494,3204,9/2/06,14:00:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,271,C,8,1,Day,215464,2,2,1,0,0,1,1,5,Not at intersection,2,80
T20060001514,205382,N,2484704.68,2407402.764,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83429001,144.8262401,3025,9/2/06,14:10:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,431,J,11,1,Day,202968,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060001526,42743,I,2504796.414,2390542.194,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98631147,145.0545988,3194,9/2/06,13:45:00,1,Collision with vehicle,5,Thursday,111,RIGHT FAR (INTERSECTIONS ONLY)               ,MEL,40,2M,D,4,1,Day,29478,2,2,0,2,0,0,1,2,T intersection,3,60
T20060001532,205383,N,2470370.504,2401162.9,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.89016377,144.6631494,3030,4/2/06,9:30:00,6,Vehicle overturned (no collision),7,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND                ,MEL,40,270,C,1,1,Day,202969,1,1,0,1,0,0,2,5,Not at intersection,3,999
T20060001543,48666,I,2493615.264,2406840.536,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83945951,144.9274624,3207,9/2/06,9:40:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,26,J,10,1,Day,202970,3,7,0,3,0,4,2,5,Not at intersection,3,70
T20060001548,37651,I,2499162.552,2406300.49,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.84434683,144.9904851,3141,10/2/06,8:55:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,79,G,3,1,Day,37180,1,1,1,0,0,0,1,2,T intersection,3,60
T20060001560,39195,I,2480867.714,2417600.703,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.7423344,144.7829152,3021,10/2/06,11:00:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING)                  ,MEL,40,48,K,10,1,Day,88441,2,2,1,0,0,1,1,5,Not at intersection,2,60
T20060001562,232645,N,2506160.46,2391139.787,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98091949,145.070121,3194,10/2/06,10:30:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,87,K,9,1,Day,42853,3,4,0,2,1,1,1,2,T intersection,1,80
T20060001571,57648,I,2512729.908,2372539.002,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.1484271,145.1452202,3199,10/2/06,12:08:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,MEL,40,11,K,12,1,Day,220463,1,1,0,1,0,0,1,5,Not at intersection,3,60
T20060001586,90235,N,2490972.334,2404684.503,HOBSONS BAY,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.85886326,144.8974094,3016,8/2/06,18:00:00,8,No collision and no object struck,4,Wednesday,182,OFF CARRIAGEWAY ON LEFT BEND                ,,,,,,1,Day,-10,1,1,0,1,0,0,2,2,T intersection,3,999
T20060001588,103667,N,2510942.456,2379417.817,FRANKSTON,FRANKSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.08648031,145.1247265,3198,28/1/06,9:00:00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,82,C,7,1,Day,202819,1,1,0,1,0,0,2,5,Not at intersection,2,100
T20060001590,869,I,2518571.521,2390144.87,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.98971771,145.2114139,3175,10/2/06,13:05:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,68,A,12,1,Day,41294,2,2,0,1,0,1,1,1,Cross intersection,3,60
T20060001594,202864,N,2522078.334,2388171.395,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.00742049,145.2513938,3803,10/2/06,13:30:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH                        ,MEL,40,67,C,8,1,Day,41109,2,2,1,0,0,1,1,2,T intersection,2,60
T20060001601,55502,I,2572120.348,2340405.75,SOUTH GIPPSLAND,SOUTH GIPPSLAND,EASTERN REGION,TOWNS,-38.43515023,145.8258942,3950,10/2/06,15:30:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,87,K,10,1,Day,42854,2,2,0,2,0,0,1,2,T intersection,3,80
T20060001602,202951,N,2612390.49,2366953.292,LATROBE,LATROBE,EASTERN REGION,RURAL_VICTORIA,-38.19201146,146.2829097,3825,10/2/06,15:10:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE)               ,MEL,40,77,H,11,1,Day,98617,2,2,0,1,0,1,1,5,Not at intersection,3,80
T20060001607,41390,I,2503802.315,2399082.818,GLEN EIRA,GLEN EIRA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.90936921,145.0432385,3204,10/2/06,16:15:00,1,Collision with vehicle,6,Friday,140,U TURN                           ,MEL,40,337,J,8,1,Day,202973,2,3,2,0,0,1,1,5,Not at intersection,2,80
T20060001615,44319,I,2467990.75,2399098.273,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.90868641,144.636005,3030,10/2/06,15:10:00,1,Collision with vehicle,6,Friday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,MEL,40,13,J,4,1,Day,202981,3,2,1,0,0,1,1,5,Not at intersection,2,50
T20060001623,202955,N,2484609.422,2416120.619,BRIMBANK,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.75573971,144.8253397,3020,10/2/06,15:55:00,1,Collision with vehicle,6,Friday,150,HEAD ON(OVERTAKING)                     ,MEL,40,203,J,3,1,Day,44312,2,2,1,1,0,0,1,1,Cross intersection,2,80
T20060001625,202957,N,2450444.046,2426580.223,MOORABOOL,MOORABOOL,WESTERN REGION,SMALL_CITIES,-37.6603042,144.4383193,3340,10/2/06,8:45:00,1,Collision with vehicle,6,Friday,129,OTHER OPPOSING MANOEUVRES NOT INCLUDED IN DCAs 120-125.   ,MEL,40,2P,D,3,1,Day,10381,2,2,0,1,0,1,2,4,Multiple intersection,3,60
T20060001626,202958,N,2521448.506,2391584.442,CASEY,CASEY,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.9766861,145.2441227,3802,7/2/06,15:35:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,MEL,40,2L,F,5,1,Day,29470,2,2,0,1,0,1,2,1,Cross intersection,3,40
T20060001627,52921,I,2398476.391,2436398.359,BALLARAT,BALLARAT,WESTERN REGION,LARGE_PROVINCIAL_CITIES,-37.56763073,143.8506897,3350,10/2/06,16:20:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE       ,MEL,40,131,G,1,1,Day,202985,1,2,1,0,0,1,1,5,Not at intersection,2,60
T20060001628,202960,N,2442382.923,2379552.656,GEELONG,GEELONG,SOUTH WESTERN REGION,LARGE_PROVINCIAL_CITIES,-38.08353977,144.3432781,3214,10/2/06,20:01:00,2,Struck Pedestrian,5,Friday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,MEL,43,202,G,10,2,Dusk/Dawn,347489,1,2,1,0,0,1,1,1,Cross intersection,2,70
