ACCIDENT_NO,NODE_ID,NODE_TYPE,VICGRID94_X,VICGRID94_Y,LGA_NAME,LGA_NAME_ALL,REGION_NAME,DEG_URBAN_NAME,Lat,Long,POSTCODE_NO
T20200004583,374,I,2498022.252,2405869.564,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84822771,144.977528,3004
T20200006123,374,I,2498022.252,2405869.564,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84822771,144.977528,3004
T20160006342,373,I,2497901.889,2407524.259,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83331874,144.9761651,3004
T20070035871,392,I,2501451.258,2426066.203,WHITTLESEA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.66625195,145.0164502,3075
T20100004546,392,I,2501451.258,2426066.203,WHITTLESEA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.66625195,145.0164502,3075
T20140002967,392,I,2501451.258,2426066.203,WHITTLESEA,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.66625195,145.0164502,3075
T20110002757,349,I,2495694.369,2406764.297,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84015837,144.9510828,3206
T20120007003,349,I,2495694.369,2406764.297,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84015837,144.9510828,3206
T20120016242,349,I,2495694.369,2406764.297,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84015837,144.9510828,3206
T20120024146,349,I,2495694.369,2406764.297,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.84015837,144.9510828,3206
T20060003877,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20060021381,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20060034059,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20070012784,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20170024121,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20180006696,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20190017021,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20100034269,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20110002531,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20130002775,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20130002963,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20080028849,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20090038416,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20090032292,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20100006276,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20100019967,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20100026968,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20080034827,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20080042118,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20080036580,381,I,2498878.802,2407364.312,STONNINGTON,"MELBOURNE,STONNINGTON",METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.83476155,144.9872627,3141
T20070003638,383,I,2498993.741,2406100.871,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.84614521,144.9885668,3141
T20150011962,383,I,2498993.741,2406100.871,STONNINGTON,STONNINGTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.84614521,144.9885668,3141
T20090008619,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20130017654,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20150008061,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20150002087,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20150006144,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20150011414,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20170018944,178,I,2499738.774,2410799.237,YARRA,YARRA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.80381344,144.9970336,3067
T20060012401,237,I,2518974.252,2387788.526,DANDENONG,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.0109385,145.2160593,3175
T20060028230,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20090004311,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20100034162,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20110013933,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20120019472,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20130026301,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20140014735,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20160020799,246,I,2498165.316,2409478.249,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.81571384,144.9791625,3002
T20110036692,271,I,2513002.542,2379936.183,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.08178379,145.148199,3197
T20200013709,271,I,2513002.542,2379936.183,KINGSTON,KINGSTON,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.08178379,145.148199,3197
T20060027988,276,I,2471444.582,2400473.729,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8964066,144.6753335,3030
T20100039838,276,I,2471444.582,2400473.729,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8964066,144.6753335,3030
T20130024497,276,I,2471444.582,2400473.729,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8964066,144.6753335,3030
T20140020318,276,I,2471444.582,2400473.729,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8964066,144.6753335,3030
T20150008646,276,I,2471444.582,2400473.729,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.8964066,144.6753335,3030
T20120012645,301,I,2491155.824,2348871.652,MORNINGTON PENINSULA,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.36167025,144.8988205,3939
T20060042662,344,I,2475204.666,2402855.578,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87505472,144.7181644,3029
T20080023604,344,I,2475204.666,2402855.578,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87505472,144.7181644,3029
T20090028326,344,I,2475204.666,2402855.578,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87505472,144.7181644,3029
T20110003811,344,I,2475204.666,2402855.578,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87505472,144.7181644,3029
T20140018341,344,I,2475204.666,2402855.578,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87505472,144.7181644,3029
T20160017331,344,I,2475204.666,2402855.578,WYNDHAM,WYNDHAM,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.87505472,144.7181644,3029
T20090003979,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3004
T20130026832,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3004
T20170002686,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3004
T20190024222,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3004
T20090003979,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3205
T20130026832,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3205
T20170002686,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3205
T20190024222,369,I,2497153.711,2407073.28,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83738006,144.9676639,3205
T20060037651,371,I,2497550.936,2407269.692,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83561153,144.9721774,3004
T20070007276,371,I,2497550.936,2407269.692,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83561153,144.9721774,3004
T20110016736,371,I,2497550.936,2407269.692,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83561153,144.9721774,3004
T20190000758,371,I,2497550.936,2407269.692,PORT PHILLIP,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83561153,144.9721774,3004
T20060014810,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3004
T20110032179,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3004
T20150019735,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3004
T20160025986,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3004
T20190014513,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3004
T20190017698,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3004
T20060014810,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3141
T20110032179,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3141
T20150019735,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3141
T20160025986,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3141
T20190014513,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3141
T20190017698,378,I,2498461.637,2407432.616,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.83414554,144.9825237,3141
T20110038112,1237,I,2515796.305,2421899.944,NILLUMBIK,NILLUMBIK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.70365926,145.1791413,3095
T20140004753,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20140008238,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20150011394,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20110040807,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20120009724,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20120013080,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20130011652,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20130012791,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20130010011,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20100043519,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
T20110031855,236,I,2497112.042,2410018.67,MELBOURNE,MELBOURNE,METROPOLITAN NORTH WEST REGION,MELBOURNE_CBD,-37.81084195,144.967202,3000
